brand,processor_brand,processor_name,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,warranty_years,Touchscreen,msoffice,Price_USD,rating_stars,Number of Ratings,Number of Reviews,,,
Lenovo,Intel,Core i5,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,895.08,4,898,128,,,
Asus,Intel,Core i5,8,DDR4,256,1024,Windows,32,2,Casual,0,No,No,707.88,5,1,1,,,
Asus,Intel,Core i5,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,779.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,797.88,3,6,1,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,4,Casual,0,No,No,934.8,4,179,34,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,809.88,3,41,5,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,743.88,3,0,0,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,707.88,4,114,9,,,
Lenovo,Intel,Core i5,8,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,899.99,4,268,25,,,
Asus,Intel,Core i5,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,826.8,5,6,1,,,
Dell,Intel,Core i5,8,DDR4,256,1024,Windows,64,2,Casual,0,No,No,860.34,4,153,16,,,
Acer,Intel,Core i5,16,DDR4,256,1024,Windows,64,0,Casual,0,No,No,749.88,3,8,0,,,
Dell,Intel,Core i5,8,DDR4,0,2048,Windows,64,2,Casual,1,No,Yes,747.8,4,377,53,,,
MSI,Intel,Core i5,8,LPDDR4,0,512,DOS,32,8,Casual,0,No,No,2487.48,3,0,0,,,
Dell,Intel,Core i7,16,DDR4,256,0,Windows,64,4,Casual,1,No,Yes,1055.88,4,120,21,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Avita,Intel,Core i7,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,887.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,695.88,4,76,9,,,
Asus,Intel,Core i7,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,743.88,4,11,2,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,959.88,4,484,56,,,
Lenovo,Intel,Core i7,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,827.88,4,44,2,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1031.88,4,77,10,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1199.88,4,11,3,,,
Asus,Intel,Core i7,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,935.88,4,21,5,,,
Lenovo,Intel,Core i7,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,959.88,4,5,2,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1118.28,5,4,0,,,
Asus,Intel,Core i7,16,LPDDR4X,512,0,Windows,64,0,Casual,1,No,Yes,1139.88,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,1019.88,4,13,2,,,
MSI,Intel,Core i7,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,695.88,4,15,0,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1235.88,4,11,2,,,
Dell,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,1199.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Gaming,0,No,No,1139.88,4,118,15,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1248,3,0,0,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,2,Casual,0,No,No,923.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,1082.28,4,6,1,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,32,0,Casual,0,Yes,No,1061.86,3,0,0,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,1319.88,4,138,30,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,0,No,No,1043.88,3,0,0,,,
MSI,Intel,Core i7,16,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,1079.88,3,0,0,,,
HP,Intel,Core i7,16,LPDDR3,512,0,Windows,64,0,Casual,1,Yes,Yes,2877.11,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,947.88,4,35,4,,,
Dell,Intel,Core i7,16,DDR3,512,0,Windows,64,0,ThinNlight,1,No,Yes,1462.68,1,3,0,,,
Asus,Intel,Core i7,16,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,1031.88,4,18,0,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,1139.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,1104,4,8,1,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,1955.88,3,3,1,,,
Dell,Intel,Core i7,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,1623.6,5,5,2,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,0,No,No,779.88,4,33,5,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,2094.32,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,1947.59,3,0,0,,,
Dell,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1310.28,3,0,0,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1199.99,3,0,0,,,
MSI,Intel,Core i7,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,1259.88,4,85,9,,,
Asus,Intel,Core i7,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,Yes,No,1319.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,1199.88,4,30,7,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,2,ThinNlight,0,No,No,2937.61,3,0,0,,,
Asus,Intel,Core i7,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,0,No,No,1139.88,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,1032,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,32,2,Casual,0,No,No,1948.79,3,0,0,,,
HP,Intel,Core i7,16,DDR4,512,0,Windows,32,0,Casual,0,No,No,1435.19,3,0,0,,,
Lenovo,Intel,Core i7,16,LPDDR3,512,0,Windows,64,0,ThinNlight,0,No,No,2541.04,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,512,0,Windows,32,0,Casual,0,No,No,1331.99,3,0,0,,,
Dell,Intel,Core i7,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,1199.88,3,0,0,,,
Asus,Intel,Core i7,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,983.88,4,40,4,,,
MSI,Intel,Core i7,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,803.88,4,1639,230,,,
MSI,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,2,No,No,1019.88,4,498,64,,,
Asus,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,2,Casual,1,Yes,Yes,1259.88,3,0,0,,,
Asus,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,1619.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,64,4,Gaming,0,No,No,1187.88,4,445,56,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,1736.28,4,17,4,,,
Asus,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,0,No,No,1199.88,3,0,0,,,
MSI,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,2,No,No,1439.88,4,20,3,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,32,4,Casual,1,No,No,2339.88,3,0,0,,,
Asus,Intel,Core i7,16,LPDDR3,1024,0,Windows,64,2,Casual,1,No,Yes,1499.88,4,17,1,,,
Dell,Intel,Core i7,16,DDR4,1024,0,Windows,64,2,Casual,0,No,No,1468.92,3,0,0,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,0,Casual,1,Yes,No,2159.88,4,13,5,,,
MSI,Intel,Core i7,16,DDR4,1024,0,Windows,64,4,Casual,2,Yes,No,1859.88,4,3,2,,,
Lenovo,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,No,Yes,1475.88,3,4,2,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,1,Yes,No,2699.88,4,9,0,,,
MSI,Intel,Core i7,16,DDR5,1024,0,Windows,64,8,Casual,0,No,No,3359.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,4,Casual,0,No,No,1463.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,4,Casual,0,No,No,1403.88,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,0,No,No,1813.18,4,7,0,,,
MSI,Intel,Core i7,16,DDR4,1024,0,Windows,64,8,Casual,2,No,No,1559.88,4,14,3,,,
HP,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,1799.99,3,0,0,,,
MSI,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,0,No,No,1679.88,4,4,2,,,
Acer,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,1559.88,4,54,7,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,2063.88,3,0,0,,,
Dell,Intel,Core i7,16,DDR4,1024,0,Windows,64,2,Casual,1,No,Yes,1127.46,4,4,0,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,64,8,Casual,0,No,No,2819.88,3,0,0,,,
HP,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,Yes,1542,3,3,1,,,
Lenovo,Intel,Core i7,16,DDR4,1024,0,Windows,64,0,Casual,1,Yes,Yes,1235.88,4,16,2,,,
Asus,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,1439.88,4,8,1,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,32,6,Casual,0,No,No,1451.76,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,32,6,Casual,1,No,No,1886.99,4,7,0,,,
Lenovo,Intel,Core i7,16,DDR4,1024,0,Windows,64,4,ThinNlight,0,No,No,2758.8,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,1578,3,0,0,,,
Asus,Intel,Core i7,16,LPDDR3,1024,0,Windows,64,0,Casual,0,No,No,1859.88,5,3,0,,,
Asus,Intel,Core i7,16,LPDDR3,1024,0,Windows,64,0,Casual,0,No,No,1991.88,3,0,0,,,
Lenovo,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,0,No,No,1439.88,2,2,1,,,
Asus,Intel,Core i7,16,LPDDR3,1024,0,Windows,64,0,Casual,0,No,No,2015.88,3,0,0,,,
HP,Intel,Core i7,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,1980,3,0,0,,,
Avita,Intel,Core i7,16,DDR4,1024,0,Windows,64,0,ThinNlight,0,No,No,755.88,3,207,49,,,
Lenovo,Intel,Core i7,16,LPDDR4,1024,0,Windows,64,0,Casual,1,No,Yes,1031.88,3,7,2,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,2,Casual,1,No,Yes,1139.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,1643.88,3,0,0,,,
Lenovo,Intel,Core i7,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,2819.88,3,0,0,,,
Acer,Intel,Core i7,16,DDR4,2048,0,Windows,64,8,Casual,1,No,No,1919.88,3,4,0,,,
Asus,Intel,Core i7,16,LPDDR3,2048,0,Windows,64,0,Casual,0,No,No,2807.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,0,1024,Windows,64,2,Casual,0,No,No,1127.88,3,0,0,,,
HP,Intel,Core i7,16,DDR4,128,1024,Windows,64,4,Casual,1,No,No,1403.29,3,0,0,,,
MSI,Intel,Core i7,8,DDR4,256,1024,Windows,64,4,Casual,2,No,No,767.88,4,794,83,,,
Asus,Intel,Core i7,16,DDR4,256,1024,Windows,64,4,Gaming,0,No,No,803.88,4,25,4,,,
Asus,Intel,Core i7,16,DDR4,256,1024,Windows,32,0,ThinNlight,0,No,No,990,3,0,0,,,
Acer,Intel,Core i7,16,DDR4,256,1024,Windows,64,6,Casual,1,No,No,1439.88,4,2038,313,,,
MSI,Intel,Core i7,16,DDR4,256,1024,Windows,64,4,Casual,3,No,No,1919.88,3,0,0,,,
Asus,Intel,Core i7,16,DDR4,256,1024,Windows,64,0,ThinNlight,0,No,No,1186.94,3,0,0,,,
Acer,Intel,Core i7,16,DDR4,512,1024,Windows,64,4,Casual,1,No,No,1115.88,4,214,37,,,
Acer,Intel,Core i7,16,DDR4,512,1024,Windows,32,6,Casual,1,No,No,1439.88,4,342,54,,,
Acer,Intel,Core i9,32,DDR4,1024,0,Windows,64,8,Casual,1,No,No,2039.88,3,0,0,,,
Acer,Intel,Core i9,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,1679.88,3,0,0,,,
MSI,Intel,Core i9,16,DDR4,1024,0,Windows,64,6,Casual,0,No,No,2315.88,3,0,0,,,
Asus,Intel,Core i9,16,DDR5,1024,0,Windows,64,6,Casual,0,No,No,3599.88,3,0,0,,,
Asus,Intel,Core i9,16,DDR4,1024,0,Windows,64,6,Casual,1,Yes,No,3239.88,4,8,1,,,
Asus,Intel,Core i9,16,DDR4,1024,0,Windows,64,6,Gaming,1,No,No,1679.88,3,0,0,,,
Lenovo,Intel,Core i9,16,DDR4,1024,0,Windows,32,8,Casual,0,No,No,3191.98,3,0,0,,,
Asus,Intel,Core i9,16,DDR4,3072,0,Windows,32,6,Casual,1,No,No,5303.88,5,1,1,,,
MSI,Intel,Core i5,8,LPDDR4,0,512,DOS,32,4,Casual,0,No,No,1043.88,4,218,27,,,
MSI,Intel,Core i5,8,LPDDR4,0,512,DOS,32,6,Casual,0,No,No,1319.88,4,78,16,,,
MSI,Intel,Core i5,8,LPDDR4,0,512,DOS,32,4,Casual,0,No,No,1315.08,4,5,2,,,
Asus,Intel,Core i7,16,LPDDR4X,0,512,DOS,32,6,Casual,0,No,No,1757.88,3,2,1,,,
Apple,M1,M1,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,1031.88,4,6725,629,,,
Apple,M1,M1,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,1355.88,4,640,70,,,
Apple,M1,M1,16,DDR4,256,0,Mac,64,0,Casual,1,No,No,1259.88,4,45,4,,,
Apple,M1,M1,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,1355.88,4,640,70,,,
Apple,M1,M1,16,DDR4,256,0,Mac,64,0,Casual,1,No,No,1595.88,4,640,70,,,
Apple,M1,M1,16,DDR4,256,0,Mac,64,0,Casual,1,No,No,1259.88,4,45,4,,,
Apple,M1,M1,8,DDR4,256,0,Mac,64,0,Casual,1,No,No,1031.88,4,6725,629,,,
Apple,M1,M1,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,1799.88,4,640,70,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1511.88,4,399,45,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1247.88,4,809,91,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1223.88,4,809,91,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1259.88,4,6725,629,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1583.88,4,399,45,,,
Apple,M1,M1,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,1547.88,4,45,4,,,
Apple,M1,M1,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,2219.88,4,42,8,,,
Apple,M1,M1,16,DDR4,512,0,Mac,64,0,Casual,1,No,No,2711.88,4,42,8,,,
Apple,M1,M1,4,DDR4,512,0,Mac,64,0,Casual,1,No,No,1499.88,4,45,4,,,
Apple,M1,M1,8,DDR4,512,0,Mac,64,0,Casual,1,No,No,1259.88,4,6725,629,,,
Apple,M1,M1,8,DDR4,1024,0,Mac,64,0,Casual,1,No,No,1799.88,4,640,70,,,
Apple,M1,M1,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,2039.88,4,640,70,,,
Apple,M1,M1,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,2711.88,4,42,8,,,
Apple,M1,M1,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,2927.88,4,42,8,,,
Apple,M1,M1,32,DDR4,1024,0,Mac,64,0,Casual,1,No,No,3719.88,5,3,1,,,
Apple,M1,M1,16,DDR4,1024,0,Mac,64,0,Casual,1,No,No,2711.88,4,42,8,,,
Asus,Intel,Pentium Quad,4,LPDDR4X,0,512,Windows,64,0,Casual,0,No,No,551.88,3,0,0,,,
Asus,Intel,Pentium Quad,4,DDR4,128,0,Windows,32,0,Casual,0,Yes,No,697.2,3,0,0,,,
Asus,Intel,Pentium Quad,8,LPDDR4X,256,0,Windows,64,0,Casual,1,Yes,No,755.88,3,0,0,,,
HP,Intel,Pentium Quad,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,395.88,4,77,9,,,
Asus,Intel,Pentium Quad,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,407.88,4,6,0,,,
Acer,Intel,Pentium Quad,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,371.88,4,465,89,,,
Dell,Intel,Pentium Quad,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,432,4,102,16,,,
Asus,Intel,Pentium Quad,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,395.88,4,7,1,,,
Dell,Intel,Pentium Quad,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,431.88,3,0,0,,,
Asus,Intel,Pentium Quad,4,LPDDR4,0,1024,Windows,64,0,Casual,0,No,No,335.88,3,0,0,,,
Asus,Intel,Pentium Quad,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,311.88,3,4741,658,,,
Asus,Intel,Pentium Quad,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,311.88,3,2736,350,,,
Asus,Intel,Pentium Quad,4,DDR4,0,1024,Windows,64,0,Casual,0,No,No,369.36,3,0,0,,,
HP,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,455.88,4,2214,241,,,
Asus,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,431.88,4,2886,375,,,
Dell,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,473.88,4,34,4,,,
Dell,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,443.88,4,137,15,,,
Dell,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,479.88,4,7,0,,,
Asus,AMD,Ryzen 3,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,404.28,4,170,26,,,
Dell,AMD,Ryzen 3,8,DDR4,256,0,Windows,64,0,ThinNlight,0,No,No,487.08,3,0,0,,,
Asus,AMD,Ryzen 3,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,455.88,4,39,3,,,
Asus,AMD,Ryzen 3,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,414,4,2886,375,,,
Acer,AMD,Ryzen 3,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,443.88,4,11,2,,,
HP,AMD,Ryzen 3,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,521.88,4,163,33,,,
HP,AMD,Ryzen 3,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,497.88,4,153,21,,,
Acer,AMD,Ryzen 3,4,DDR4,512,0,Windows,64,0,Casual,0,No,No,419.88,3,0,0,,,
HP,AMD,Ryzen 3,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,533.88,4,267,42,,,
Dell,AMD,Ryzen 3,4,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,487.08,3,0,0,,,
Dell,AMD,Ryzen 3,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,505.08,3,3,0,,,
Dell,AMD,Ryzen 3,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,431.88,4,59,12,,,
HP,AMD,Ryzen 3,8,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,473.88,4,7291,895,,,
Dell,AMD,Ryzen 3,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,448.68,4,38,5,,,
Dell,AMD,Ryzen 3,4,DDR4,0,1024,Windows,64,0,ThinNlight,1,No,Yes,631.58,3,0,0,,,
Dell,AMD,Ryzen 3,4,DDR4,0,1024,Windows,64,0,Casual,1,No,Yes,479.88,4,409,39,,,
Dell,AMD,Ryzen 3,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,527.88,3,0,0,,,
HP,AMD,Ryzen 3,4,DDR4,0,1024,Windows,64,0,Casual,1,No,No,395,4,353,58,,,
Lenovo,AMD,Ryzen 3,4,DDR4,0,1024,Windows,64,0,Casual,0,No,No,419.88,3,38,6,,,
Dell,AMD,Ryzen 3,8,DDR4,0,1024,Windows,64,0,ThinNlight,0,No,No,479.88,3,18,4,,,
HP,AMD,Ryzen 3,8,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,503.99,4,3524,432,,,
Dell,AMD,Ryzen 5,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,503.88,4,939,107,,,
Dell,AMD,Ryzen 5,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,533.88,4,14,1,,,
Dell,AMD,Ryzen 5,8,DDR4,256,0,Windows,64,0,Casual,1,No,Yes,503.88,4,649,84,,,
Dell,AMD,Ryzen 5,8,DDR4,256,0,Windows,64,0,ThinNlight,1,No,Yes,533.88,4,8,2,,,
MSI,AMD,Ryzen 5,4,DDR4,256,0,Windows,64,0,Casual,1,No,No,599.88,3,0,0,,,
Dell,AMD,Ryzen 5,4,DDR4,256,0,Windows,64,0,ThinNlight,1,No,No,532.68,4,276,24,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,695.88,4,4740,532,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,683.88,4,162,15,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,587.88,4,219,27,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,599.64,4,193,28,,,
MSI,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,0,No,No,575.88,4,562,89,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,587.88,4,45,5,,,
Acer,AMD,Ryzen 5,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,No,647.88,4,7,0,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,635.88,4,39,5,,,
Acer,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,527.88,3,0,0,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Gaming,0,No,No,713.88,4,92,10,,,
MSI,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,779.88,4,469,80,,,
Dell,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,0,No,No,569.88,2,2,1,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,719.88,4,1978,188,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,839.88,4,9,0,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,707.88,4,1049,134,,,
Dell,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,713.88,4,74,18,,,
HP,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,810,4,196,19,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,32,0,Casual,0,No,No,587.88,4,17,1,,,
Asus,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,749.4,4,172,36,,,
Asus,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,707.88,4,324,34,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,695.99,4,86,15,,,
Asus,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,Casual,0,No,No,683.88,4,4,1,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,875.88,4,16,4,,,
HP,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,791.88,4,104,18,,,
HP,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1176.24,3,0,0,,,
HP,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,767.88,4,90,13,,,
Asus,AMD,Ryzen 5,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,598.68,4,6,1,,,
Dell,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,599.88,4,47,7,,,
Dell,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,713.88,3,0,0,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,887.99,4,206,27,,,
Dell,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,731.88,4,183,42,,,
Dell,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,6,Casual,0,No,No,914.28,4,358,64,,,
